nameWithOwner,url,createdAt,stargazers,releases
EsotericSoftware/kryonet,https://github.com/EsotericSoftware/kryonet,2013-11-06T13:25:34Z,1755,1
jdbi/jdbi,https://github.com/jdbi/jdbi,2009-06-17T16:36:36Z,1754,22
bucket4j/bucket4j,https://github.com/bucket4j/bucket4j,2014-10-12T14:19:18Z,1752,45
kilim/kilim,https://github.com/kilim/kilim,2010-04-09T12:02:18Z,1751,0
indy256/codelibrary,https://github.com/indy256/codelibrary,2011-03-17T20:38:29Z,1746,0
vaadin/framework,https://github.com/vaadin/framework,2012-10-19T10:41:30Z,1746,180
openhab/openhab-addons,https://github.com/openhab/openhab-addons,2014-05-13T19:41:58Z,1745,4
nayuki/Project-Euler-solutions,https://github.com/nayuki/Project-Euler-solutions,2011-06-12T22:36:02Z,1744,0
yrom/ScreenRecorder,https://github.com/yrom/ScreenRecorder,2014-11-26T15:35:43Z,1742,3
flavienlaurent/NotBoringActionBar,https://github.com/flavienlaurent/NotBoringActionBar,2013-11-21T12:01:28Z,1740,0
fyhertz/spydroid-ipcamera,https://github.com/fyhertz/spydroid-ipcamera,2013-01-25T04:48:30Z,1739,0
Haptic-Apps/Slide,https://github.com/Haptic-Apps/Slide,2015-10-01T23:21:26Z,1733,25
linkedin/dexmaker,https://github.com/linkedin/dexmaker,2014-12-17T07:22:19Z,1730,14
beefe/react-native-picker,https://github.com/beefe/react-native-picker,2015-12-13T18:11:28Z,1730,6
liuguangqiang/SwipeBack,https://github.com/liuguangqiang/SwipeBack,2014-06-19T06:15:36Z,1728,0
fabric8io/docker-maven-plugin,https://github.com/fabric8io/docker-maven-plugin,2014-03-26T06:10:05Z,1720,19
hongyangAndroid/AndroidChangeSkin,https://github.com/hongyangAndroid/AndroidChangeSkin,2015-11-02T10:33:14Z,1717,0
singwhatiwanna/android-art-res,https://github.com/singwhatiwanna/android-art-res,2015-07-24T03:17:48Z,1717,0
rallat/EffectiveAndroid,https://github.com/rallat/EffectiveAndroid,2015-08-05T04:12:23Z,1717,0
Cutta/GifView,https://github.com/Cutta/GifView,2015-12-26T21:44:51Z,1717,0
apache/tinkerpop,https://github.com/apache/tinkerpop,2015-02-07T08:00:05Z,1717,0
limpoxe/Android-Plugin-Framework,https://github.com/limpoxe/Android-Plugin-Framework,2015-05-04T06:48:47Z,1714,2
googleapis/google-cloud-java,https://github.com/googleapis/google-cloud-java,2014-11-04T17:57:16Z,1708,439
jberkel/sms-backup-plus,https://github.com/jberkel/sms-backup-plus,2010-01-05T13:49:00Z,1707,53
asciidocfx/AsciidocFX,https://github.com/asciidocfx/AsciidocFX,2014-05-18T17:49:13Z,1706,85
tangqi92/WaveLoadingView,https://github.com/tangqi92/WaveLoadingView,2015-12-15T07:58:57Z,1703,4
FreeTymeKiyan/LeetCode-Sol-Res,https://github.com/FreeTymeKiyan/LeetCode-Sol-Res,2015-01-11T16:29:55Z,1701,0
JakeWharton/ProcessPhoenix,https://github.com/JakeWharton/ProcessPhoenix,2015-07-08T05:39:28Z,1700,0
mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,2013-06-30T23:17:45Z,3949,25
xcltapestry/XCL-Charts,https://github.com/xcltapestry/XCL-Charts,2014-06-09T15:44:50Z,3947,0
alibaba/jstorm,https://github.com/alibaba/jstorm,2013-09-03T03:53:16Z,3938,22
oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,2012-11-21T19:39:35Z,3925,0
orhanobut/hawk,https://github.com/orhanobut/hawk,2015-02-19T22:25:23Z,3922,22
JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,2013-06-12T11:42:01Z,3909,0
failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,2015-06-30T00:56:39Z,3900,0
databricks/learning-spark,https://github.com/databricks/learning-spark,2014-06-16T04:47:54Z,3837,0
code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,2014-01-10T16:37:57Z,3835,0
jitsi/jitsi,https://github.com/jitsi/jitsi,2013-04-24T17:37:20Z,3824,7
oracle/opengrok,https://github.com/oracle/opengrok,2013-01-07T11:49:18Z,3822,214
MiguelCatalan/MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,2015-09-14T17:13:46Z,3819,6
zzhoujay/RichText,https://github.com/zzhoujay/RichText,2015-07-21T09:36:01Z,3805,0
roboguice/roboguice,https://github.com/roboguice/roboguice,2012-08-12T20:37:19Z,3794,0
google/open-location-code,https://github.com/google/open-location-code,2014-09-30T18:26:35Z,3792,5
jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,2013-05-24T08:31:32Z,3785,21
liquibase/liquibase,https://github.com/liquibase/liquibase,2011-07-08T20:08:20Z,3759,83
timehop/sticky-headers-recyclerview,https://github.com/timehop/sticky-headers-recyclerview,2014-10-03T01:57:46Z,3751,0
lzyzsd/CircleProgress,https://github.com/lzyzsd/CircleProgress,2014-10-30T16:14:42Z,3750,0
apache/calcite,https://github.com/apache/calcite,2014-06-25T07:00:07Z,3725,0
yanzhenjie/NoHttp,https://github.com/yanzhenjie/NoHttp,2015-07-29T06:11:12Z,3711,0
rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,2012-04-02T20:33:05Z,3686,0
yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,2013-07-28T13:50:59Z,3666,0
linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,2015-01-11T02:50:28Z,3664,0
apache/incubator-heron,https://github.com/apache/incubator-heron,2015-09-25T16:09:24Z,3647,56
h2database/h2database,https://github.com/h2database/h2database,2015-04-10T19:09:09Z,3645,18
knowm/XChange,https://github.com/knowm/XChange,2012-02-02T10:48:28Z,3634,0
crate/crate,https://github.com/crate/crate,2013-04-10T09:17:16Z,3634,60
Ereza/CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,2014-07-04T19:46:21Z,3631,12
litesuits/android-common,https://github.com/litesuits/android-common,2014-05-29T08:08:00Z,3628,0
oshi/oshi,https://github.com/oshi/oshi,2012-02-10T12:46:48Z,3627,138
jindrapetrik/jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,2014-05-10T17:20:56Z,3623,146
rockerhieu/emojicon,https://github.com/rockerhieu/emojicon,2014-01-18T12:32:38Z,3608,2
Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,2010-06-30T14:26:23Z,3607,0
osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,2011-01-15T19:59:44Z,3594,1
zendesk/maxwell,https://github.com/zendesk/maxwell,2015-02-09T22:06:13Z,3589,198
tyrantgit/ExplosionField,https://github.com/tyrantgit/ExplosionField,2015-09-23T11:34:50Z,3587,0
dongjunkun/DropDownMenu,https://github.com/dongjunkun/DropDownMenu,2015-06-23T07:43:56Z,3581,2
kikoso/android-stackblur,https://github.com/kikoso/android-stackblur,2013-08-15T14:44:32Z,3581,0
johncarl81/parceler,https://github.com/johncarl81/parceler,2013-07-03T02:53:01Z,3573,0
promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,2015-09-30T03:24:50Z,3570,2
DV8FromTheWorld/JDA,https://github.com/DV8FromTheWorld/JDA,2015-12-12T13:57:32Z,3568,69
jacoco/jacoco,https://github.com/jacoco/jacoco,2012-07-08T21:45:13Z,3554,44
lsjwzh/RecyclerViewPager,https://github.com/lsjwzh/RecyclerViewPager,2015-01-17T18:30:34Z,3544,10
luontola/retrolambda,https://github.com/luontola/retrolambda,2013-07-20T07:25:22Z,3542,0
killme2008/aviatorscript,https://github.com/killme2008/aviatorscript,2011-03-29T12:48:47Z,3536,49
arimorty/floatingsearchview,https://github.com/arimorty/floatingsearchview,2015-11-22T02:38:32Z,3536,0
apache/maven,https://github.com/apache/maven,2009-05-21T03:22:03Z,3531,5
JakeWharton/ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP,2015-07-03T17:35:09Z,3525,0
eclipse/jetty.project,https://github.com/eclipse/jetty.project,2011-07-14T01:11:57Z,3518,61
davideas/FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,2015-05-02T22:00:43Z,3517,30
baoyongzhang/SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,2014-08-24T15:40:45Z,3514,2
dropbox/hackpad,https://github.com/dropbox/hackpad,2015-08-14T02:32:17Z,3505,0
MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,2011-03-04T03:49:19Z,3480,69
linkedin/databus,https://github.com/linkedin/databus,2012-12-17T17:49:17Z,3475,0
code4craft/netty-learning,https://github.com/code4craft/netty-learning,2013-09-19T02:24:25Z,3470,0
ikarus23/MifareClassicTool,https://github.com/ikarus23/MifareClassicTool,2013-02-12T15:39:03Z,3456,2
openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,2013-09-20T20:28:43Z,3449,14
apache/kylin,https://github.com/apache/kylin,2015-01-03T08:00:05Z,3447,0
googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,2013-05-17T00:08:48Z,3432,32
yigit/android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,2014-06-20T00:12:45Z,3410,0
avast/android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,2013-12-23T14:24:08Z,3406,8
alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,2014-09-17T10:07:12Z,3388,4
vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,2015-02-24T17:42:44Z,3388,0
hmkcode/Android,https://github.com/hmkcode/Android,2013-09-02T16:12:28Z,3359,0
abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,2015-12-19T09:57:22Z,3358,0
jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,2014-03-20T22:29:28Z,3351,54
awaitility/awaitility,https://github.com/awaitility/awaitility,2010-01-22T15:12:52Z,3351,0
VaughnVernon/IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,2013-04-08T22:12:57Z,3351,0
ivacf/archi,https://github.com/ivacf/archi,2015-09-11T16:13:34Z,3347,0
spockframework/spock,https://github.com/spockframework/spock,2010-12-12T19:02:34Z,3342,21
diffplug/spotless,https://github.com/diffplug/spotless,2015-04-27T19:10:58Z,3328,0
undertow-io/undertow,https://github.com/undertow-io/undertow,2012-07-19T00:52:44Z,3318,0
shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,2015-11-22T05:56:33Z,3315,0
fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,2013-01-30T21:24:47Z,3313,0
actorapp/actor-platform,https://github.com/actorapp/actor-platform,2015-06-21T00:29:57Z,3308,97
react-native-share/react-native-share,https://github.com/react-native-share/react-native-share,2015-09-30T02:27:34Z,3296,97
kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,2011-10-21T19:54:58Z,3296,0
anggrayudi/android-hidden-api,https://github.com/anggrayudi/android-hidden-api,2015-09-16T11:58:33Z,3275,1
dingjikerbo/Android-BluetoothKit,https://github.com/dingjikerbo/Android-BluetoothKit,2015-10-08T09:07:33Z,3253,0
immutables/immutables,https://github.com/immutables/immutables,2013-07-07T13:48:23Z,3244,9
FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,2011-12-23T07:17:41Z,3237,0
ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,2012-09-08T11:52:30Z,3234,3
watabou/pixel-dungeon,https://github.com/watabou/pixel-dungeon,2014-07-26T17:34:32Z,3232,0
tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,2015-09-10T09:01:47Z,3230,0
WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,2014-09-11T10:12:09Z,3227,8
bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,2015-02-17T03:24:12Z,3227,0
eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,2010-04-25T03:12:00Z,3222,0
bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,2012-06-01T06:32:13Z,3205,0
daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,2014-08-08T12:04:43Z,3201,4
pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,2015-09-21T07:01:17Z,3200,4
angryip/ipscan,https://github.com/angryip/ipscan,2011-06-28T20:58:48Z,3196,30
JCTools/JCTools,https://github.com/JCTools/JCTools,2013-11-10T18:04:40Z,3192,16
jfinal/jfinal,https://github.com/jfinal/jfinal,2012-04-25T08:48:48Z,3190,0
aragozin/jvm-tools,https://github.com/aragozin/jvm-tools,2012-04-28T09:28:32Z,3187,0
alibaba/cobar,https://github.com/alibaba/cobar,2014-01-15T11:20:09Z,3184,1
Red5/red5-server,https://github.com/Red5/red5-server,2013-11-19T05:04:10Z,3180,73
chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,2013-06-04T14:44:53Z,3177,0
amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,2014-10-19T09:56:45Z,3173,0
facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,2015-03-18T02:16:43Z,3171,2
yangfuhai/afinal,https://github.com/yangfuhai/afinal,2012-10-17T08:10:00Z,3169,0
zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,2014-10-31T14:16:39Z,3165,4
Sayi/poi-tl,https://github.com/Sayi/poi-tl,2015-03-20T06:47:52Z,3162,13
Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,2015-07-05T14:12:43Z,3159,0
guoguibing/librec,https://github.com/guoguibing/librec,2014-01-09T16:06:11Z,3158,3
bitcoin-wallet/bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet,2012-03-31T17:06:47Z,3157,18
nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,2011-11-22T14:20:11Z,3154,0
logisim-evolution/logisim-evolution,https://github.com/logisim-evolution/logisim-evolution,2014-09-19T05:23:24Z,3147,29
danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,2015-07-09T21:32:15Z,3135,0
hitherejoe/animate,https://github.com/hitherejoe/animate,2015-11-16T15:06:22Z,3129,0
hongyangAndroid/Highlight,https://github.com/hongyangAndroid/Highlight,2015-10-08T15:03:40Z,3126,0
java8/Java8InAction,https://github.com/java8/Java8InAction,2013-10-28T23:59:40Z,3124,0
requery/requery,https://github.com/requery/requery,2015-11-14T00:45:31Z,3115,43
Mojang/brigadier,https://github.com/Mojang/brigadier,2014-09-15T08:48:24Z,3092,3
geoserver/geoserver,https://github.com/geoserver/geoserver,2011-11-10T19:56:06Z,3081,27
spring-io/initializr,https://github.com/spring-io/initializr,2013-06-07T16:02:22Z,3078,13
mplushnikov/lombok-intellij-plugin,https://github.com/mplushnikov/lombok-intellij-plugin,2013-10-09T21:49:01Z,3074,116
Marswin/MarsDaemon,https://github.com/Marswin/MarsDaemon,2015-12-25T03:21:41Z,3061,0
gabrielemariotti/RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,2014-08-22T00:24:43Z,3058,0
apache/logging-log4j2,https://github.com/apache/logging-log4j2,2013-06-12T07:00:19Z,3030,0
keyboardsurfer/Crouton,https://github.com/keyboardsurfer/Crouton,2012-08-03T11:04:36Z,3028,8
jgilfelt/android-viewbadger,https://github.com/jgilfelt/android-viewbadger,2011-09-27T22:50:57Z,3023,0
dmytrodanylyk/android-process-button,https://github.com/dmytrodanylyk/android-process-button,2014-05-02T20:39:23Z,3013,1
shopizer-ecommerce/shopizer,https://github.com/shopizer-ecommerce/shopizer,2012-11-21T03:42:39Z,3010,18
ZieIony/Carbon,https://github.com/ZieIony/Carbon,2015-02-04T23:11:18Z,3008,2
KeepSafe/dexcount-gradle-plugin,https://github.com/KeepSafe/dexcount-gradle-plugin,2015-06-04T03:33:17Z,3006,21
RoaringBitmap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap,2013-06-17T20:29:23Z,3005,9
pedrovgs/DraggablePanel,https://github.com/pedrovgs/DraggablePanel,2014-04-13T11:40:54Z,3000,10
jd-alexander/LikeButton,https://github.com/jd-alexander/LikeButton,2015-12-23T17:49:46Z,2999,14
facebookarchive/react-native-fbsdk,https://github.com/facebookarchive/react-native-fbsdk,2015-08-03T17:10:14Z,2996,22
cSploit/android,https://github.com/cSploit/android,2014-10-04T05:53:29Z,2995,33
yui/yuicompressor,https://github.com/yui/yuicompressor,2008-12-05T19:13:24Z,2993,1
yusugomori/DeepLearning,https://github.com/yusugomori/DeepLearning,2013-01-01T16:23:53Z,2983,0
lovetuzitong/MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,2015-04-08T10:12:50Z,2981,2
AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework,2011-12-02T16:04:42Z,2976,109
ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,2014-10-24T12:53:14Z,2976,29
jasonross/Nuwa,https://github.com/jasonross/Nuwa,2015-11-11T14:48:23Z,2964,0
CrawlScript/WebCollector,https://github.com/CrawlScript/WebCollector,2014-07-12T03:16:12Z,2958,0
bmelnychuk/AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView,2015-02-11T02:48:05Z,2940,0
bastillion-io/Bastillion,https://github.com/bastillion-io/Bastillion,2013-02-07T23:11:49Z,2931,17
KeepSafe/ReLinker,https://github.com/KeepSafe/ReLinker,2015-10-15T18:23:00Z,2931,12
apache/curator,https://github.com/apache/curator,2014-03-03T08:00:07Z,2923,0
googlesamples/android-vision,https://github.com/googlesamples/android-vision,2015-07-01T21:40:31Z,2916,0
yacy/yacy_search_server,https://github.com/yacy/yacy_search_server,2015-03-22T12:54:20Z,2915,0
googlesamples/google-services,https://github.com/googlesamples/google-services,2015-05-20T22:45:11Z,2906,0
javaee/jersey,https://github.com/javaee/jersey,2012-05-18T11:38:25Z,2897,30
geftimov/android-pathview,https://github.com/geftimov/android-pathview,2015-01-20T15:21:06Z,2897,2
iwgang/CountdownView,https://github.com/iwgang/CountdownView,2015-10-12T07:46:28Z,2897,3
sublimehq/Packages,https://github.com/sublimehq/Packages,2015-06-13T04:17:44Z,2894,0
OpenHFT/Chronicle-Queue,https://github.com/OpenHFT/Chronicle-Queue,2013-06-02T15:11:33Z,2891,448
udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,2015-03-05T01:48:44Z,2886,0
ManuelPeinado/FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,2013-05-25T11:50:00Z,2881,0
sockeqwe/AdapterDelegates,https://github.com/sockeqwe/AdapterDelegates,2015-07-29T11:19:56Z,2873,18
jackpal/Android-Terminal-Emulator,https://github.com/jackpal/Android-Terminal-Emulator,2010-09-04T13:48:00Z,2868,0
fengjundev/Android-Skin-Loader,https://github.com/fengjundev/Android-Skin-Loader,2015-07-01T07:36:33Z,2866,0
SpecialCyCi/AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,2013-12-14T15:25:49Z,2859,7
race604/FlyRefresh,https://github.com/race604/FlyRefresh,2015-05-28T10:19:34Z,2857,2
bethrobson/Head-First-Design-Patterns,https://github.com/bethrobson/Head-First-Design-Patterns,2014-04-28T21:04:55Z,2855,0
AdoptOpenJDK/jitwatch,https://github.com/AdoptOpenJDK/jitwatch,2013-09-30T14:18:17Z,2854,11
oblador/react-native-keychain,https://github.com/oblador/react-native-keychain,2015-05-20T15:33:48Z,2849,30
YahooArchive/anthelion,https://github.com/YahooArchive/anthelion,2015-10-27T00:42:01Z,2846,0
openaphid/android-flip,https://github.com/openaphid/android-flip,2012-05-22T07:48:41Z,2845,0
wildfly/wildfly,https://github.com/wildfly/wildfly,2010-07-08T20:46:07Z,2842,37
jiangqqlmj/FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,2015-10-22T05:22:53Z,2841,4
saulmm/Android-Material-Examples,https://github.com/saulmm/Android-Material-Examples,2014-10-13T16:13:02Z,2841,0
w446108264/XhsEmoticonsKeyboard,https://github.com/w446108264/XhsEmoticonsKeyboard,2015-03-06T02:39:34Z,2840,7
googlearchive/android-Camera2Basic,https://github.com/googlearchive/android-Camera2Basic,2014-06-26T15:53:00Z,2839,0
fesh0r/fernflower,https://github.com/fesh0r/fernflower,2014-10-03T05:00:15Z,2834,0
google/binnavi,https://github.com/google/binnavi,2015-08-19T12:20:24Z,2834,3
donglua/PhotoPicker,https://github.com/donglua/PhotoPicker,2015-06-25T16:53:50Z,2832,13
jprante/elasticsearch-jdbc,https://github.com/jprante/elasticsearch-jdbc,2012-06-02T23:17:56Z,2831,19
Teevity/ice,https://github.com/Teevity/ice,2013-06-14T20:56:13Z,2821,3
JoanZapata/android-pdfview,https://github.com/JoanZapata/android-pdfview,2012-11-21T16:19:38Z,2817,0
RobotiumTech/robotium,https://github.com/RobotiumTech/robotium,2009-12-10T12:51:14Z,2810,0
tyzlmjj/PagerBottomTabStrip,https://github.com/tyzlmjj/PagerBottomTabStrip,2015-08-23T02:35:28Z,2807,12
real-logic/simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding,2013-09-03T09:13:34Z,2804,77
JulienGenoud/android-percent-support-lib-sample,https://github.com/JulienGenoud/android-percent-support-lib-sample,2015-06-26T12:44:38Z,2803,2
square/flow,https://github.com/square/flow,2013-09-12T22:20:16Z,2788,0
javamelody/javamelody,https://github.com/javamelody/javamelody,2015-06-21T16:32:48Z,2784,46
elvishew/xLog,https://github.com/elvishew/xLog,2015-12-17T05:50:05Z,2782,16
Nightonke/CoCoin,https://github.com/Nightonke/CoCoin,2015-10-17T13:50:12Z,2782,0
JakeWharton/scalpel,https://github.com/JakeWharton/scalpel,2014-01-06T17:26:01Z,2767,0
airbnb/airpal,https://github.com/airbnb/airpal,2014-05-05T18:51:30Z,2766,0
EverythingMe/overscroll-decor,https://github.com/EverythingMe/overscroll-decor,2015-11-22T11:44:06Z,2765,0
pedrovgs/Algorithms,https://github.com/pedrovgs/Algorithms,2014-11-09T14:32:33Z,2763,0
jlegewie/zotfile,https://github.com/jlegewie/zotfile,2011-12-30T14:47:42Z,2759,32
arcadefire/nice-spinner,https://github.com/arcadefire/nice-spinner,2015-08-02T17:16:45Z,2757,18
spring-projects/spring-data-elasticsearch,https://github.com/spring-projects/spring-data-elasticsearch,2013-04-29T14:27:38Z,2752,78
Yalantis/GuillotineMenu-Android,https://github.com/Yalantis/GuillotineMenu-Android,2015-06-15T13:56:21Z,2736,2
oguzbilgener/CircularFloatingActionMenu,https://github.com/oguzbilgener/CircularFloatingActionMenu,2014-07-20T20:42:12Z,2733,0
BruceEckel/OnJava8-Examples,https://github.com/BruceEckel/OnJava8-Examples,2015-04-20T22:34:50Z,2725,3
saulmm/CoordinatorBehaviorExample,https://github.com/saulmm/CoordinatorBehaviorExample,2015-08-16T04:14:38Z,2722,0
AltBeacon/android-beacon-library,https://github.com/AltBeacon/android-beacon-library,2014-07-28T13:11:19Z,2720,87
flavioarfaria/KenBurnsView,https://github.com/flavioarfaria/KenBurnsView,2014-03-19T03:10:02Z,2717,4
jjoe64/GraphView,https://github.com/jjoe64/GraphView,2011-07-04T13:25:41Z,2716,1
EngineHub/WorldEdit,https://github.com/EngineHub/WorldEdit,2010-09-28T08:11:57Z,2715,0
aistrate/AlgorithmsSedgewick,https://github.com/aistrate/AlgorithmsSedgewick,2011-12-10T15:54:55Z,2707,0
chanjarster/weixin-java-tools,https://github.com/chanjarster/weixin-java-tools,2014-08-18T08:11:26Z,2707,21
code-troopers/android-betterpickers,https://github.com/code-troopers/android-betterpickers,2013-03-21T01:45:18Z,2698,16
kabouzeid/Phonograph,https://github.com/kabouzeid/Phonograph,2015-03-05T15:28:53Z,2692,0
500px/500px-android-blur,https://github.com/500px/500px-android-blur,2015-03-13T16:05:30Z,2689,0
JohnPersano/SuperToasts,https://github.com/JohnPersano/SuperToasts,2013-06-03T00:56:14Z,2684,5
florent37/ViewAnimator,https://github.com/florent37/ViewAnimator,2015-12-22T15:49:53Z,2684,3
r0adkll/Slidr,https://github.com/r0adkll/Slidr,2014-08-19T01:32:08Z,2683,5
jfeinstein10/JazzyViewPager,https://github.com/jfeinstein10/JazzyViewPager,2013-02-01T04:57:42Z,2681,0
spring-projects/spring-loaded,https://github.com/spring-projects/spring-loaded,2012-12-06T23:17:42Z,2679,0
jOOQ/jOOR,https://github.com/jOOQ/jOOR,2011-12-29T17:01:00Z,2675,0
react-native-google-signin/google-signin,https://github.com/react-native-google-signin/google-signin,2015-08-13T06:13:57Z,2674,53
siyamed/android-shape-imageview,https://github.com/siyamed/android-shape-imageview,2014-08-31T22:18:23Z,2658,2
gcacace/android-signaturepad,https://github.com/gcacace/android-signaturepad,2014-03-20T12:54:22Z,2658,0
SalomonBrys/ANR-WatchDog,https://github.com/SalomonBrys/ANR-WatchDog,2013-07-26T13:29:59Z,2657,1
nisrulz/sensey,https://github.com/nisrulz/sensey,2015-11-12T06:58:21Z,2655,13
Todd-Davies/ProgressWheel,https://github.com/Todd-Davies/ProgressWheel,2012-02-04T18:13:30Z,2653,3
qos-ch/logback,https://github.com/qos-ch/logback,2009-08-20T18:48:24Z,2653,0
ata4/disunity,https://github.com/ata4/disunity,2013-07-21T08:09:15Z,2651,15
simple-android-framework/android_design_patterns_analysis,https://github.com/simple-android-framework/android_design_patterns_analysis,2015-02-28T06:18:40Z,2650,0
google/hover,https://github.com/google/hover,2015-12-14T02:43:42Z,2650,0
zmxv/react-native-sound,https://github.com/zmxv/react-native-sound,2015-10-19T06:22:23Z,2648,15
sannies/mp4parser,https://github.com/sannies/mp4parser,2013-09-15T21:37:40Z,2646,13
spotify/docker-maven-plugin,https://github.com/spotify/docker-maven-plugin,2014-06-23T22:33:07Z,2644,0
bingoogolapple/BGABadgeView-Android,https://github.com/bingoogolapple/BGABadgeView-Android,2015-07-07T04:13:57Z,2644,0
deano2390/MaterialShowcaseView,https://github.com/deano2390/MaterialShowcaseView,2015-08-05T14:47:59Z,2643,15
Malinskiy/SuperRecyclerView,https://github.com/Malinskiy/SuperRecyclerView,2014-12-11T03:20:17Z,2640,7
chennaione/sugar,https://github.com/chennaione/sugar,2011-08-12T13:44:41Z,2639,6
qii/weiciyuan,https://github.com/qii/weiciyuan,2012-07-26T14:23:04Z,2637,0
widdix/aws-cf-templates,https://github.com/widdix/aws-cf-templates,2015-10-28T07:47:59Z,2626,153
sqlcipher/android-database-sqlcipher,https://github.com/sqlcipher/android-database-sqlcipher,2011-03-11T00:11:37Z,2617,0
SimonVT/android-menudrawer,https://github.com/SimonVT/android-menudrawer,2012-09-01T13:34:04Z,2613,0
dlew/joda-time-android,https://github.com/dlew/joda-time-android,2014-01-08T19:11:09Z,2613,40
sergejsha/pinned-section-listview,https://github.com/sergejsha/pinned-section-listview,2013-05-12T13:22:19Z,2611,5
igniterealtime/Openfire,https://github.com/igniterealtime/Openfire,2014-04-07T09:12:33Z,2605,86
00-Evan/shattered-pixel-dungeon,https://github.com/00-Evan/shattered-pixel-dungeon,2014-07-31T21:56:31Z,2603,43
liangfeidotme/MasteringAndroidDataBinding,https://github.com/liangfeidotme/MasteringAndroidDataBinding,2015-06-02T16:36:09Z,2597,0
spring-projects/spring-data-jpa,https://github.com/spring-projects/spring-data-jpa,2010-11-11T21:36:56Z,2597,78
mihaip/dex-method-counts,https://github.com/mihaip/dex-method-counts,2014-05-04T07:22:05Z,2596,0
bm-x/PhotoView,https://github.com/bm-x/PhotoView,2015-08-11T04:02:56Z,2591,0
esoxjem/MovieGuide,https://github.com/esoxjem/MovieGuide,2015-12-06T08:40:06Z,2591,0
mybatis/spring,https://github.com/mybatis/spring,2013-02-17T07:01:55Z,2590,29
